"Comp1","Comp2","Comp3","Comp4"
-13.29683576103,-9.90551789392718,-8.9023387447677,-9.63655291996634
-13.2968059973747,-9.92584335722177,-8.91190009704788,-9.63692120673118
-13.2994561405022,-9.94739045222586,-8.92277845745246,-9.63698165038125
-13.3035671477364,-9.96955551425035,-8.93491858540275,-9.63734161783315
-13.3075384450513,-9.9921125063771,-8.94837381797683,-9.63868148190665
-13.3100767933901,-10.0151732828223,-8.9632650164581,-9.6416152994385
-13.3106261397751,-10.0390753792901,-8.97974896412995,-9.64660754357005
-13.3093585504272,-10.0642088678347,-8.99798095639821,-9.65393489220543
-13.3068643707741,-10.0908118307656,-9.01804898825594,-9.66367422926161
-13.3037986917126,-10.1187826741711,-9.03987608121521,-9.67570049552164
-13.300661936322,-10.1475653089209,-9.06311417515285,-9.68968883077636
-13.2977709830811,-10.1761564000551,-9.08706948656987,-9.70512876256564
-13.2953736798395,-10.203254127798,-9.11069909405868,-9.72136081818083
-13.2937815831272,-10.227515982059,-9.13270660846109,-9.73763862722288
-13.293384029126,-10.2478473112173,-9.15174571351771,-9.75321224107725
-13.2944897585585,-10.2636334550685,-9.16670179371746,-9.76742272642205
-13.2970714549441,-10.2748505012885,-9.17697265685974,-9.77979065859946
-13.3005721535078,-10.2820216765046,-9.182644858632,-9.79007265362253
-13.3039215245924,-10.2860317370409,-9.18448033424098,-9.79826051429444
-13.3058154455404,-10.2878719836864,-9.18370015066578,-9.80452184088411
-13.3051701078197,-10.2884205179743,-9.18165298950486,-9.80911539164193
-13.3015543759655,-10.2883274873215,-9.17950236354435,-9.81231963983723
-13.2954047263459,-10.2880067976869,-9.17802733418812,-9.81439033793968
-13.2879238148872,-10.2876942537503,-9.17756942840988,-9.81554898546227
-13.2806999251182,-10.2875351154835,-9.1781185919989,-9.81600591276223
-13.2751920154555,-10.2876895567989,-9.17949812094473,-9.81602374862476
-13.2722711337126,-10.2884568196201,-9.18157889961063,-9.81602094612857
-13.2719933071974,-10.2904024399439,-9.18444924311132,-9.81669677108778
-13.2736809080127,-10.2944470236889,-9.18848982752072,-9.81913025815864
-13.2762387988815,-10.3018647793824,-9.19433115487393,-9.82478366864091
-13.2785470014006,-10.3141565574875,-9.202696147096,-9.83535200366999
-13.2797971730402,-10.3328008772433,-9.21416972429084,-9.85245224651359
-13.2796804513414,-10.3589279256065,-9.22898001576484,-9.87721473290622
-13.278361423227,-10.3929937742893,-9.24687996394523,-9.90989002696366
-13.2762607026468,-10.4345477837946,-9.26717457702816,-9.94959927762218
-13.2737760049167,-10.4821649532725,-9.28887331279191,-9.99432498969739
-13.2710756504667,-10.5335682476969,-9.31089419357039,-10.0411811425485
-13.2680157839433,-10.5859373495948,-9.33223753477721,-10.0869383548046
-13.2641563658273,-10.6363712442952,-9.35207564484976,-10.1286840566939
-13.2588215589968,-10.6824017626764,-9.36975091242689,-10.1643938085596
-13.251186547595,-10.722398060366,-9.38473091902545,-10.1931975723184
-13.2404402305857,-10.7557271224657,-9.39659360250498,-10.2152743173947
-13.2260761697964,-10.78263423837,-9.40507462853273,-10.2314846038026
-13.2082470500813,-10.8039327798931,-9.41014991124185,-10.2429410060101
-13.1879806094407,-10.8206595062614,-9.41210081483722,-10.2506796378274
-13.167080963444,-10.833804630783,-9.41151708721677,-10.2554829922604
-13.1477200523413,-10.8441390774169,-9.4092190961146,-10.257820058793
-13.1318838657278,-10.852128534967,-9.40611574105284,-10.2578557929324
-13.1208887022024,-10.8579376502107,-9.40304283299185,-10.2555076555628
-13.115128975824,-10.8615320528819,-9.4006303947423,-10.250553809023
-13.1141015961021,-10.8628573732801,-9.39922130532585,-10.2427981344558
-13.1166490657271,-10.8620389730549,-9.39883801383293,-10.2322655638399
-13.1213283266077,-10.8595378235101,-9.39920181536814,-10.2193629382156
-13.1268143876607,-10.8562170451834,-9.39983251858007,-10.2049351061452
-13.1322122170272,-10.8533010204155,-9.40024249040435,-10.1901897591277
-13.1371272844577,-10.8522349057687,-9.40018018665753,-10.1765293638217
-13.1414628580627,-10.8544786955835,-9.39982660470822,-10.1653604359151
-13.1451105293636,-10.8612910668256,-9.39984745867445,-10.1579234713059
-13.1477854453559,-10.8735556492393,-9.40125917198921,-10.1551426352402
-13.1491579913202,-10.8916763604864,-9.40515401085881,-10.157494771631
-13.1492030733184,-10.9155363576683,-9.41239545128659,-10.1649328174154
-13.1484864952745,-10.9444958808751,-9.42338951672875,-10.1769020284729
